customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age Group,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,Age_Group,detail_cust_title,customer_title
3,Arlin,Dearle,Male,61,1954-01-20,Recruiting Manager,Property,Mass Customer,N,Yes,15.0,69.0,51-100,19498,5,2017-09-19,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,00:00.0,114.93,102,7,3290.21,1,3,3,133,70,Almost Lost Customer,Almost Lost Customer
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,50.0,51-100,2501,59,2017-10-05,0,Approved,Solex,Standard,medium,large,1061.56,733.58,00:00.0,327.98,78,6,2353.11,2,3,2,232,60,Loosing Customer,Loosing Customer
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,50.0,51-100,2979,85,2017-06-03,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,00:00.0,547.28,78,6,2353.11,2,3,2,232,60,Loosing Customer,Loosing Customer
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,50.0,51-100,4233,36,2017-10-13,0,Approved,Solex,Standard,low,medium,945.04,507.58,00:00.0,437.46,78,6,2353.11,2,3,2,232,60,Loosing Customer,Loosing Customer
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,50.0,51-100,8591,69,2017-04-02,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,00:00.0,198.22,78,6,2353.11,2,3,2,232,60,Loosing Customer,Loosing Customer
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,50.0,51-100,9405,6,2017-08-20,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,00:00.0,91.15,78,6,2353.11,2,3,2,232,60,Loosing Customer,Loosing Customer
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,50.0,51-100,10662,38,2017-09-30,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,00:00.0,751.02,78,6,2353.11,2,3,2,232,60,Loosing Customer,Loosing Customer
10,Fiorenze,Birdall,Female,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20.0,35.0,36-50,4565,5,2017-08-26,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,00:00.0,114.93,43,5,3358.2799999999997,3,2,3,323,40,Potential Customer,Potential Customer
10,Fiorenze,Birdall,Female,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20.0,35.0,36-50,5956,21,2017-06-20,1,Approved,Solex,Standard,medium,large,1071.23,380.74,00:00.0,690.49,43,5,3358.2799999999997,3,2,3,323,40,Potential Customer,Potential Customer
10,Fiorenze,Birdall,Female,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20.0,35.0,36-50,10250,44,2017-07-13,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,00:00.0,1660.88,43,5,3358.2799999999997,3,2,3,323,40,Potential Customer,Potential Customer
10,Fiorenze,Birdall,Female,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20.0,35.0,36-50,14899,69,2017-09-08,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,00:00.0,198.22,43,5,3358.2799999999997,3,2,3,323,40,Potential Customer,Potential Customer
10,Fiorenze,Birdall,Female,49,1988-10-11,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20.0,35.0,36-50,18946,53,2017-11-17,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,00:00.0,693.76,43,5,3358.2799999999997,3,2,3,323,40,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,5985,39,2017-08-21,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,00:00.0,1230.27,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,6705,72,2017-04-09,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0,90.1,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,6741,72,2017-12-02,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0,90.1,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,12242,91,2017-07-23,0,Approved,Solex,Standard,medium,medium,100.35,75.26,00:00.0,25.09,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,13818,44,2017-08-21,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,00:00.0,1660.88,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,14250,34,2017-10-24,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,00:00.0,309.81,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,29.0,19-35,19219,28,2017-09-16,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,00:00.0,133.78,28,7,3540.0299999999997,3,3,3,333,30,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,8905,66,2017-02-16,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,00:00.0,574.62,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,11839,9,2017-02-08,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,00:00.0,133.78,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,13486,17,2017-11-17,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,00:00.0,1305.25,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,15101,49,2017-01-03,1,Approved,Solex,Standard,medium,large,1061.56,733.58,00:00.0,327.98,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,17639,0,2017-03-12,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,00:00.0,198.29,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,17763,92,2017-06-01,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,00:00.0,1630.25,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,68.0,51-100,19988,0,2017-05-04,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,00:00.0,167.21,43,7,4337.38,3,3,4,334,70,Potential Customer,Potential Customer
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,N,No,6.0,40.0,36-50,6044,56,2017-11-13,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,00:00.0,45.96,47,3,1713.9,2,1,1,211,50,Almost Lost Customer,Almost Lost Customer
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,N,No,6.0,40.0,36-50,16253,68,2017-11-05,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,00:00.0,1592.19,47,3,1713.9,2,1,1,211,50,Almost Lost Customer,Almost Lost Customer
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,N,No,6.0,40.0,36-50,19381,23,2017-10-27,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,00:00.0,75.75,47,3,1713.9,2,1,1,211,50,Almost Lost Customer,Almost Lost Customer
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,23.0,19-35,434,67,2017-10-03,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,00:00.0,167.21,35,6,1728.3899999999999,3,3,1,331,30,Potential Customer,Potential Customer
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,23.0,19-35,7896,26,2017-07-30,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,00:00.0,1230.3,35,6,1728.3899999999999,3,3,1,331,30,Potential Customer,Potential Customer
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,23.0,19-35,10707,41,2017-09-20,1,Approved,Solex,Road,medium,medium,416.98,312.74,00:00.0,104.24,35,6,1728.3899999999999,3,3,1,331,30,Potential Customer,Potential Customer
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,23.0,19-35,11788,33,2017-07-06,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,00:00.0,144.26,35,6,1728.3899999999999,3,3,1,331,30,Potential Customer,Potential Customer
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,23.0,19-35,17528,2,2017-01-20,0,Approved,Solex,Standard,medium,medium,71.49,53.62,00:00.0,17.87,35,6,1728.3899999999999,3,3,1,331,30,Potential Customer,Potential Customer
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,23.0,19-35,17963,81,2017-11-25,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,00:00.0,64.51,35,6,1728.3899999999999,3,3,1,331,30,Potential Customer,Potential Customer
19,Sorcha,Keyson,Female,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,N,No,1.0,22.0,19-35,4664,7,2017-01-31,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,00:00.0,144.26,280,2,1736.45,1,1,1,111,30,Lost Customer,Lost Customer
19,Sorcha,Keyson,Female,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,N,No,1.0,22.0,19-35,14850,87,2017-03-25,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,00:00.0,1592.19,280,2,1736.45,1,1,1,111,30,Lost Customer,Lost Customer
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,N,No,11.0,43.0,36-50,6657,4,2017-01-11,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,00:00.0,451.65,31,4,3608.2799999999997,3,1,3,313,50,Late Bloomer,Late Bloomer
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,N,No,11.0,43.0,36-50,11330,94,2017-11-29,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,00:00.0,641.64,31,4,3608.2799999999997,3,1,3,313,50,Late Bloomer,Late Bloomer
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,N,No,11.0,43.0,36-50,14766,48,2017-11-20,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,00:00.0,812.44,31,4,3608.2799999999997,3,1,3,313,50,Late Bloomer,Late Bloomer
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,N,No,11.0,43.0,36-50,18030,3,2017-11-06,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,00:00.0,1702.55,31,4,3608.2799999999997,3,1,3,313,50,Late Bloomer,Late Bloomer
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16.0,43.0,36-50,2932,37,2017-08-17,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,00:00.0,1544.61,6,5,4229.41,4,2,4,424,50,Becoming Loyal,Becoming Loyal
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16.0,43.0,36-50,4778,3,2017-10-22,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,00:00.0,1702.55,6,5,4229.41,4,2,4,424,50,Becoming Loyal,Becoming Loyal
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16.0,43.0,36-50,8915,72,2017-12-24,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0,90.1,6,5,4229.41,4,2,4,424,50,Becoming Loyal,Becoming Loyal
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16.0,43.0,36-50,14115,25,2017-12-02,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,00:00.0,709.34,6,5,4229.41,4,2,4,424,50,Becoming Loyal,Becoming Loyal
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16.0,43.0,36-50,19616,16,2017-11-17,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,00:00.0,182.81,6,5,4229.41,4,2,4,424,50,Becoming Loyal,Becoming Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,1783,53,2017-12-13,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,00:00.0,693.76,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,9249,52,2017-11-13,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,00:00.0,450.77,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,14099,89,2017-12-10,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,00:00.0,1305.25,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,15874,11,2017-05-13,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,00:00.0,509.97,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,15926,2,2017-01-25,0,Approved,Solex,Standard,medium,medium,71.49,53.62,00:00.0,17.87,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,19078,40,2017-10-31,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,00:00.0,583.27,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,46.0,36-50,19263,76,2017-05-10,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,00:00.0,128.46,17,7,3689.35,4,3,3,433,50,Very Loyal,Very Loyal
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,2354,53,2017-04-03,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,00:00.0,693.76,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,4309,39,2017-05-23,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,00:00.0,1230.27,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,5770,41,2017-04-09,1,Approved,Solex,Road,medium,medium,416.98,312.74,00:00.0,104.24,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,6552,54,2017-04-15,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,00:00.0,1279.4,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,7196,18,2017-11-23,0,Approved,Solex,Standard,medium,medium,575.27,431.45,00:00.0,143.82,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,9193,6,2017-09-17,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,00:00.0,91.15,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,10224,59,2017-10-07,0,Approved,Solex,Standard,medium,large,1061.56,733.58,00:00.0,327.98,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,11765,6,2017-08-03,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,00:00.0,91.15,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,15291,28,2017-01-04,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,00:00.0,133.78,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,16026,22,2017-08-02,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,00:00.0,15.08,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,17826,78,2017-12-25,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,00:00.0,1055.82,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
25,Geoff,Assaf,Male,72,1976-12-02,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21.0,47.0,36-50,19252,67,2017-01-12,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,00:00.0,167.21,5,12,5333.660000000001,4,4,4,444,50,Platinum Customer,Platinum Customer
26,Trixi,Ginnelly,Female,12,1978-06-10,Editor,Financial Services,Mass Customer,N,Yes,16.0,45.0,36-50,3749,96,2017-04-15,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,00:00.0,129.01,259,2,268.24,1,1,1,111,50,Lost Customer,Lost Customer
26,Trixi,Ginnelly,Female,12,1978-06-10,Editor,Financial Services,Mass Customer,N,Yes,16.0,45.0,36-50,7674,80,2017-02-04,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,00:00.0,139.23,259,2,268.24,1,1,1,111,50,Lost Customer,Lost Customer
27,Garvin,Klees,Male,37,1978-09-25,Research Nurse,Health,Mass Customer,N,Yes,12.0,45.0,36-50,849,57,2017-07-18,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,00:00.0,1630.25,113,7,3274.2500000000005,1,3,3,133,50,Almost Lost Customer,Almost Lost Customer
